Setor,Data Aquisição,Tipo Equipamento,Valor,Garantia
CARDIOVASCULAR - SUBSOLO,03/03/2020,ELETROCARDIOGRAFO,"2994,16",NÃO
MOLESTIAS INFECCIOSAS,17/05/2010,RAIO-X MOVEL,59000,NÃO
CENTRO CIRURGICO,02/04/2020,ARCO CIRURGICO MOVEL,"342381,94",NÃO
GERENCIA DE PRONTO SOCORRO,08/07/2020,MONITOR MULTIPARAMETRICO,19500,NÃO
PSIQUIATRIA,11/09/2008,ESFIGMOMANOMETRO ANEROIDE,32,NÃO
UTI ADULTO,21/10/2020,MONITOR MULTIPARAMETRICO,"19640,72",NÃO
ONCOLOGIA,04/12/2020,ACELERADOR LINEAR,"1667763,61",NÃO
ONCOLOGIA,25/02/2016,TOMOGRAFO COMPUTADORIZADO,"2249804,5",NÃO
AMBULATORIO CENTRAL,31/03/2008,IMPEDANCIOMETRO TIMPANOMETRICO,19560,NÃO
UTI PEDIATRICA,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,0,NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,22/12/2020,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
UTI PEDIATRICA,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRÚRGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
CENTRO CIRURGICO,06/01/2021,AQUECEDOR PACIENTE AR FORCADO,"9628,71",NÃO
ENDOSCOPIA,15/12/2020,PISTOLA AR/AGUA PRESSURIZADO,12,NÃO
CENTRO CIRURGICO,14/12/2020,BALAO INTRA-AORTICO,297600,NÃO
AMBULATORIO CENTRAL,06/04/2010,PROJETOR GRAFICO OCULAR,800,NÃO
AMBULATORIO CENTRAL,16/12/2008,LENSOMETRO,14200,NÃO
AMBULATORIO CENTRAL,17/12/2008,LAMPADA FENDA,37000,NÃO
UTI ADULTO,14/04/2021,VENTILADOR BIPAP/CPAP,50000,NÃO
UTI ADULTO,14/04/2021,VENTILADOR BIPAP/CPAP,50000,NÃO
CENTRO CIRURGICO,30/03/2021,BRONCOSCOPIO,0,NÃO
UTI PEDIATRICA,26/01/2010,VENTILADOR TRANSPORTE,16000,NÃO
ENDOSCOPIA - TORRE 4,23/08/2021,NOBREAK,2230,NÃO
CENTRO CIRURGICO,19/07/2021,NOBREAK,2230,NÃO
ENDOSCOPIA - TORRE 13,19/07/2021,NOBREAK,2230,NÃO
ENDOSCOPIA - TORRE 9,19/07/2021,NOBREAK,2230,NÃO
ENDOSCOPIA - TORRE 7,19/07/2021,NOBREAK,2230,NÃO
ENDOSCOPIA,23/08/2021,NOBREAK,2230,NÃO
RADIOLOGIA,27/08/2021,RAIO-X MOVEL,180000,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,27/08/2021,RAIO-X MOVEL,180000,NÃO
UTI ADULTO,27/08/2021,VENTILADOR TRANSPORTE,52256,NÃO
UTI ADULTO,09/08/2021,VENTILADOR TRANSPORTE,52256,NÃO
UTI ADULTO,30/08/2021,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,"28690,94",NÃO
CENTRO CIRURGICO,30/08/2021,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,"28690,94",NÃO
CENTRO CIRURGICO,30/06/2021,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,"28690,94",NÃO
CENTRO CIRURGICO,30/06/2021,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,"28690,94",NÃO
CENTRO CIRURGICO,30/08/2021,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,"28690,94",NÃO
CENTRO CIRURGICO,30/06/2021,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,"28690,94",NÃO
ULTRASSONOGRAFIA,23/09/2021,ULTRASSOM,"274086,88",NÃO
ENDOSCOPIA - TORRE 13,30/09/2021,MONITOR VIDEO,15000,NÃO
ENDOSCOPIA - TORRE 13,30/09/2021,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,68000,NÃO
ENDOSCOPIA - TORRE 13,30/09/2021,PROCESSADORA VIDEO ENDOSCOPIA,100110,NÃO
ENDOSCOPIA - TORRE 13,30/09/2021,ULTRASSOM PORTATIL,223052,NÃO
ENDOSCOPIA,16/08/2021,VIDEO GASTROSCOPIO,231980,NÃO
RADIOLOGIA,08/10/2021,DIGITALIZADOR IMAGENS,109000,NÃO
RADIOLOGIA,08/10/2021,DIGITALIZADOR IMAGENS,109000,NÃO
RADIOLOGIA,08/10/2021,DIGITALIZADOR IMAGENS,109000,NÃO
GERENCIA DE PRONTO SOCORRO,08/10/2021,DIGITALIZADOR IMAGENS,109000,NÃO
TRAUMATOLOGIA E ORTOPEDIA,08/04/2022,DIGITALIZADOR IMAGENS,109000,NÃO
RADIOLOGIA,08/04/2022,DIGITALIZADOR IMAGENS,109000,NÃO
ENDOSCOPIA,25/11/2021,REPROCESSADORA ENDOSCOPIO FLEXIVEL,"83526,05",NÃO
ENDOSCOPIA,05/11/2021,NOBREAK,4200,NÃO
HEMODINÂMICA,30/11/2021,ELETROCARDIOGRAFO,7232,NÃO
GERENCIA DE PRONTO SOCORRO,02/12/2021,DESFIBRILADOR-CARDIOVERSOR,"23085,99",NÃO
GERÊNCIA DE PRONTO SOCORRO,02/12/2021,DESFIBRILADOR-CARDIOVERSOR,"23085,99",NÃO
GERENCIA DE PRONTO SOCORRO,02/12/2021,DESFIBRILADOR-CARDIOVERSOR,"23085,99",NÃO
GERENCIA DE PRONTO SOCORRO,27/10/2021,DESFIBRILADOR-CARDIOVERSOR,"23085,99",NÃO
ENDOSCOPIA,13/01/2022,VIDEO GASTROSCOPIO,85000,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,10/02/2022,CENTRIFUGA B A V,"76229,86",NÃO
CENTRO CIRURGICO,07/10/2021,MESA CIRURGICA,"56662,5",NÃO
CENTRO CIRURGICO,07/10/2021,MESA CIRURGICA,"56662,5",NÃO
CENTRO CIRURGICO,07/10/2021,MESA CIRURGICA,"56662,5",NÃO
CENTRO CIRÚRGICO,07/10/2021,MESA CIRURGICA,"56662,5",NÃO
PEQUENAS CIRURGIAS - SALA 38,08/10/2021,MESA CIRURGICA,136675,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
PEDIATRIA,18/03/2022,CAMA ELETRICA ROTATIVA BASCULANTE,9988,NÃO
SERVIÇO DE ATENÇÃO DOMICILIAR,07/04/2022,VENTILADOR BIPAP/CPAP,14438,NÃO
SERVIÇO DE ATENÇÃO DOMICILIAR,07/04/2022,VENTILADOR BIPAP/CPAP,14438,NÃO
SERVIÇO DE ATENÇÃO DOMICILIAR,07/04/2022,VENTILADOR BIPAP/CPAP,14438,NÃO
SERVIÇO DE ATENÇÃO DOMICILIAR,07/04/2022,VENTILADOR BIPAP/CPAP,14438,NÃO
SERVIÇO DE ATENÇÃO DOMICILIAR,07/04/2022,VENTILADOR BIPAP/CPAP,32658,NÃO
UTI ADULTO,02/04/2000,UMIDIFICADOR AQUECEDOR,971,NÃO
AMBULATÓRIO CENTRAL,26/04/2022,VIDEO CAPILAROSCOPIO,"60818,5",NÃO
UTI ADULTO,05/04/2000,UMIDIFICADOR AQUECEDOR,971,NÃO
LABORATÓRIO DE PATOLOGIA,15/06/2022,AGITADOR LAB,1389,NÃO
SALA DE PLANEJAMENTO,27/07/2022,BANHO MARIA LABORATORIAL,4899,SIM
PSIQUIATRIA,22/04/2008,BALANCA PACIENTE PLATAFORMA ELETRONICA,1650,NÃO
RADIOLOGIA,11/05/2010,SIS RADIOGRAFICO-FLUOROSCOPICO,332246,NÃO
PRONTO SOCORRO,27/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
AMBULATORIO DE PEDIATRIA,29/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
ENFERMARIA DA PEDIATRIA,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,25/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
TRANSPLANTES - SALA DE AGUDOS,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/07/2003,BALANCA PACIENTE PLATAFORMA MECANICA,"1382,36",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,02/07/2003,BALANCA PACIENTE INFANTIL,"7570,29",NÃO
CLINICA MEDICA,05/01/2007,ASPIRADOR CIRURGICO,1600,NÃO
SALA 1 - 4° ANDAR DO HOSPITAL DO CÂNCER,05/05/2010,BISTURI ELETRONICO MONOPOLAR,"1347,5",NÃO
MOLESTIAS INFECCIOSAS,26/11/2013,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UTI ADULTO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
GERENCIA DO PRONTO SOCORRO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
PRONTO SOCORRO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
UTI ADULTO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
UTI ADULTO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
CENTRO CIRÚRGICO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
GERENCIA DE PRONTO SOCORRO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
HEMODINÂMICA,29/06/2009,MONITOR MULTIPARAMETRICO,3816900,NÃO
CENTRO CIRÚRGICO,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
CENTRO CIRÚRGICO,27/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
CIRURGICA 2,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
CENTRO CIRURGICO,23/12/2009,SERRA OSSEA PNEUMATICA,36999,NÃO
ECOCARDIOGRAFIA,20/03/2010,ESFIGMOMANOMETRO ANEROIDE,25,NÃO
ENDOSCOPIA,04/07/2010,PROCESSADORA VIDEO ENDOSCOPIA,114000,NÃO
QUEIMADOS,16/12/2002,BALANCA PACIENTE INFANTIL,535,NÃO
UTI NEO,25/06/2008,INCUBADORA RN TRANSPORTE,19987,NÃO
UNIDADE DE INTERNACAO DIA,20/03/2010,ESFIGMOMANOMETRO ANEROIDE,25,NÃO
RADIOTERAPIA,12/05/2009,ELETROMETRO,"10815,6",NÃO
ENFERMARIA DE PEDIATRIA,21/03/2010,ESFIGMOMANOMETRO ANEROIDE,25,NÃO
CENTRO CIRÚRGICO,03/02/2010,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
CENTRO CIRURGICO,17/03/2010,SERRA OSSEA PNEUMATICA,36999,NÃO
UTI PEDIATRICA,18/01/2010,MONITOR AR-GAS COMPRIMIDO,0,NÃO
SETOR DE NEFROLOGIA,10/08/2010,ELETROCARDIOGRAFO,2496,NÃO
RADIOTERAPIA,16/09/2010,LASER DIODO ODONTOLOGICO,2000,NÃO
ELETROENCEFALOGRAFIA - SUB SOLO ELETROCARDIOGRAMA,11/08/2010,ELETROCARDIOGRAFO,2496,NÃO
CENTRO CIRURGICO,17/03/2010,SERRA OSSEA PNEUMATICA,36999,NÃO
BIOENGENHARIA,05/08/1990,BALANCA PACIENTE PLATAFORMA ELETRONICA,0,NÃO
AMBULATORIO CENTRAL,13/10/2010,PROJETOR GRAFICO OCULAR,1350,NÃO
AMBULATORIO CENTRAL,13/10/2010,PROJETOR GRAFICO OCULAR,1350,NÃO
AMBULATORIO CENTRAL,13/10/2010,PROJETOR GRAFICO OCULAR,1350,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,14/04/2003,UMIDIFICADOR AQUECEDOR,0,NÃO
ECOCARDIOGRAFIA,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,02/11/2010,UMIDIFICADOR AQUECEDOR,100,NÃO
UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,28/10/1990,MICROSCOPIO LAB,"0,17",NÃO
CME,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UNIDADE DE INTERNAÇÃO DIA,30/07/2010,ESFIGMOMANOMETRO ANEROIDE,57,NÃO
CENTRO CIRURGICO,12/02/2010,LITOTRIPTOR INTRACORPOREO,48500,NÃO
ENFERMARIA DE PEDIATRIA,29/07/2010,ESTETOSCOPIO MECANICO,57,NÃO
ENFERMARIA PEDIATRIA,29/07/2010,ESFIGMOMANOMETRO ANEROIDE,57,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,17/03/2010,MARCA-PASSO CARDIACO-ELETRODO INVASIVO,12998,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,17/03/2010,MARCA-PASSO CARDIACO-ELETRODO INVASIVO,12998,NÃO
UTI CORONARIANA,13/10/2010,DESFIBRILADOR-CARDIOVERSOR,24800,NÃO
UTI ADULTO,15/09/2010,DESFIBRILADOR-CARDIOVERSOR,24800,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,08/02/2000,BALANCA ELETRONICA ANALITICA,9408,NÃO
BIOENGENHARIA,17/07/2019,URETERORENOSCOPIO,66890,NÃO
CENTRO OBSTETRICO,15/01/2020,CARDIOTOCOGRAFO,5790,NÃO
CENTRO CIRURGICO,19/03/2021,MICROSCOPIO CIRURGICO,"485296,84",NÃO
AMBULATORIO CENTRAL,27/01/2021,CADEIRA EXAME-TRATAMENTO,11880,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,01/11/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,26/02/2021,MONITOR MULTIPARAMETRICO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,03/03/2021,VENTILADOR BIPAP/CPAP,50000,NÃO
ENFERMARIA DA PEDIATRIA,29/07/2010,ESTETOSCOPIO MECANICO,57,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,04/09/2013,BALANCA ELETRONICA,1650,NÃO
CENTRO CIRURGICO,30/08/2021,INJETOR MEIO CONTRASTE,56550,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,18/10/2019,BOMBA CIRCULACAO,350,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,05/01/2020,BOMBA CIRCULACAO,350,NÃO
CENTRO CIRÚRGICO,12/03/2019,MESA CIRURGICA,45000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,01/11/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
ENDOSCOPIA,30/09/2021,VIDEO GASTROSCOPIO,205468,NÃO
ENDOSCOPIA,27/08/2021,VIDEO GASTROSCOPIO,85000,NÃO
ENDOSCOPIA,27/08/2021,VIDEO GASTROSCOPIO,85000,NÃO
CREDESH,15/12/2016,NOBREAK,"692,5",NÃO
FARMÁCIA DO PRONTO SOCORRO,14/02/2011,SELADOR PACOTE,908,NÃO
PRONTO SOCORRO,26/10/2021,ELETROCARDIOGRAFO,7232,NÃO
CARDIOLOGIA - SALA 1,04/02/2022,NOBREAK,3145,NÃO
CENTRO CIRÚRGICO,30/01/2011,UNI ANESTESIA,58721,NÃO
NEFROLOGIA,01/01/2018,CENTRAL GERADORA DE OZONIO,0,NÃO
UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,03/11/2011,REFRIGERADOR FARMACIA VERTICAL,15132,NÃO
UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,10/03/2022,REFRIGERADOR FARMACIA VERTICAL,19251,NÃO
NEFROLOGIA,12/03/2019,ESFIGMOMANOMETRO ANEROIDE,200,NÃO
PEQUENAS CIRURGIAS - SALA 38,16/12/2008,MICROSCOPIO CIRURGICO,67000,NÃO
CREDESH,01/02/2005,CENTRIFUGA B B V,1400,NÃO
QUEIMADOS,05/05/2005,NEGATOSCOPIO,0,NÃO
UTI PEDIATRIA,23/05/2000,VENTILADOR UTI,"11794,94",NÃO
CENTRO CIRÚRGICO,29/10/2010,AQUECEDOR PACIENTE AR FORCADO,7000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIATRICA,10/08/2010,ELETROCARDIOGRAFO,2496,NÃO
AMBULATÓRIO PEDIATRIA - SALA 42,10/08/2010,ELETROCARDIOGRAFO,2496,NÃO
MARCA-PASSO,10/08/2010,ELETROCARDIOGRAFO,2496,NÃO
AMBULATÓRIO DE PEDIATRIA,30/07/2010,ESFIGMOMANOMETRO ANEROIDE,57,NÃO
CLINICA MEDICA,29/07/2010,ESFIGMOMANOMETRO ANEROIDE,57,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/12/1899,UMIDIFICADOR AQUECEDOR,50,NÃO
CARDIOLOGIA,22/09/2010,GRAVADOR ELETRONICO PA,4771,NÃO
CARDIOLOGIA,20/09/2010,GRAVADOR ELETRONICO PA,6596,NÃO
CENTRO CIRURGICO,27/12/2010,SERRA OSSEA PNEUMATICA,36999,NÃO
BIOENGENHARIA,22/04/2010,SIMULADOR PRESSAO SANGUINEA NAO-INVASIVA,29240,NÃO
CIRURGICA 2,31/05/2011,MONITOR MULTIPARAMETRICO,48600,NÃO
CENTRO OBSTÉTRICO,31/05/2011,MONITOR MULTIPARAMETRICO,48600,NÃO
AMBULATÓRIO CENTRAL,16/05/1995,OFTALMOSCOPIO,850,NÃO
UTI ADULTO,13/10/2010,DESFIBRILADOR-CARDIOVERSOR,24800,NÃO
PRONTO SOCORRO,04/08/2010,MONITOR MULTIPARAMETRICO,30428,NÃO
ECOCARDIOGRAFIA - SALA DE EXAMES Nº 03,07/06/2011,ULTRASSOM PORTATIL,90000,NÃO
ECOCARDIOGRAFIA,24/11/2010,ULTRASSOM PORTATIL,90000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2010,MONITOR MULTIPARAMETRICO,4950,NÃO
CENTRO CIRURGICO,26/05/2011,DESFIBRILADOR-CARDIOVERSOR,21600,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,26/05/2011,DESFIBRILADOR-CARDIOVERSOR,21600,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,31/05/2011,MONITOR MULTIPARAMETRICO,48600,NÃO
CENTRO OBSTÉTRICO,31/05/2011,MONITOR MULTIPARAMETRICO,48600,NÃO
PRONTO SOCORRO PEDIATRIA,04/11/2003,MONITOR MULTIPARAMETRICO,"16677,27",NÃO
CLINICA MEDICA,04/11/2003,MONITOR MULTIPARAMETRICO,"16677,27",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,31/05/2011,MONITOR MULTIPARAMETRICO,48600,NÃO
ENDOSCOPIA,31/08/2008,MOD CO2 EXALADO,0,NÃO
TRANSPLANTES,14/01/2010,UNI HEMODIALISE,53300,NÃO
CIRÚRGICA 2,26/05/2011,DESFIBRILADOR-CARDIOVERSOR,21600,NÃO
GERÊNCIA DE PRONTO SOCORRO,15/03/2011,ELETROCARDIOGRAFO,3300,NÃO
UTI ADULTO,26/01/2010,VENTILADOR UTI,39500,NÃO
UTI ADULTO,04/08/2010,MONITOR MULTIPARAMETRICO,4950,NÃO
CIRURGICA 05,16/03/2011,ELETROCARDIOGRAFO,3300,NÃO
GERÊNCIA DE PRONTO SOCORRO,14/03/2013,FOCO CIRURGICO,12100,NÃO
INTERNAÇÃO DIA,20/09/2008,ESFIGMOMANOMETRO ANEROIDE,"38,5",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/11/2003,MONITOR MULTIPARAMETRICO,"16677,27",NÃO
REABILITAÇÃO - EM FRENTE AGETRA,11/11/2011,BICICLETA ERGOMETRICA,0,NÃO
CENTRO CIRURGICO,03/11/2003,MONITOR MULTIPARAMETRICO,"16677,27",NÃO
PRONTO SOCORRO,16/03/2011,ELETROCARDIOGRAFO,3300,NÃO
CIRURGICA 02,14/01/2013,UNI RADIOGRAFICA ODONTOLOGICA INTRA-ORAL,"2883,34",NÃO
UTI ADULTO,04/08/2010,MONITOR MULTIPARAMETRICO,30428,NÃO
UTI ADULTO,16/06/2011,MONITOR MULTIPARAMETRICO,33250,NÃO
ONCOLOGIA,03/11/2011,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,729000,NÃO
RADIOTERAPIA,12/09/2011,ESFIGMOMANOMETRO ANEROIDE,40,NÃO
CLÍNICA MÉDICA,16/03/2011,ELETROCARDIOGRAFO,3300,NÃO
MOLÉSTIAS INFECCIOSAS,12/09/2011,ESFIGMOMANOMETRO ANEROIDE,40,NÃO
CIRURGICA 01,19/10/2011,RAIO-X MOVEL,69000,NÃO
CIRURGICA 05,19/10/2011,RAIO-X MOVEL,69000,NÃO
UNIDADE DE ONCOLOGIA,26/09/2011,RAIO-X MOVEL,69000,NÃO
SETOR DE PRONTO SOCORRO DE PEDIATRIA,03/07/2003,BALANCA ELETRONICA,"7570,29",NÃO
PRONTO SOCORRO,29/08/2010,MONITOR MULTIPARAMETRICO,30428,NÃO
CENTRO CIRURGICO,19/06/2011,LAVADORA US,20000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,05/06/2011,MONITOR MULTIPARAMETRICO,33250,NÃO
RADIOTERAPIA,24/09/2008,BRAQUITERAPIA CARREGAMENTO REMOTO,117333,NÃO
PRONTO SOCORRO,04/08/2010,MONITOR MULTIPARAMETRICO,30428,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,09/02/2011,MICROSCOPIO LAB,4050,NÃO
CENTRO CIRURGICO,28/12/2011,ARCO CIRURGICO MOVEL,160800,NÃO
CENTRO CIRURGICO,29/12/2011,ARCO CIRURGICO MOVEL,160800,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/08/2010,MONITOR MULTIPARAMETRICO,4950,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2010,MONITOR MULTIPARAMETRICO,4950,NÃO
CENTRO CIRURGICO,16/01/2012,ULTRASSOM PORTATIL,107900,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,14/02/2012,ULTRASSOM PORTATIL,107900,NÃO
NEFROLOGIA,15/12/2011,UNI HEMODIALISE,54900,NÃO
NEFROLOGIA,15/12/2011,UNI HEMODIALISE,54900,NÃO
NEFROLOGIA,22/12/2011,UNI HEMODIALISE,54900,NÃO
CENTRO CIRURGICO,30/06/2009,AUTOCLAVE BANCADA,60459,NÃO
BIOENGENHARIA,18/01/2012,OXIMETRO PULSO,"2048,99",NÃO
CENTRO CIRÚRGICO,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
PRONTO SOCORRO,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
CIRURGICA 5,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
RADIOTERAPIA,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
ONCOLOGIA - CUIDADOS PALIATIVOS,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
PLASTICA E QUEIMADOS,02/01/2012,OXIMETRO PULSO,"2048,99",NÃO
CLÍNICA MÉDICA,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
RADIOTERAPIA,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
QUEIMADOS,18/01/2012,OXIMETRO PULSO,"2048,99",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
UTI PEDIATRICA,03/01/2012,OXIMETRO PULSO,"2048,99",NÃO
UNIDADE DE INTERNAÇÃO DIA,13/09/2011,ESFIGMOMANOMETRO ANEROIDE,50,NÃO
CENTRO CIRURGICO,13/02/2012,AQUECEDOR PACIENTE AR FORCADO,5500,NÃO
SETOR DE PRONTO SOCORRO DE PEDIATRIA,18/10/2011,RAIO-X MOVEL,69000,NÃO
HEMODINÂMICA,28/06/2009,MONITOR MULTIPARAMETRICO,38169,NÃO
CENTRO OBSTETRICO,14/02/2012,BERCO AQUECIDO,11998,NÃO
CENTRO OBSTÉTRICO,14/02/2012,BERCO AQUECIDO,11998,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,14/02/2012,BERCO AQUECIDO,11998,NÃO
CENTRO OBSTÉTRICO,15/02/2012,BERCO AQUECIDO,11998,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,14/02/2012,BERCO AQUECIDO,11998,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,14/02/2012,BERCO AQUECIDO,11998,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,14/02/2012,BERCO AQUECIDO,11998,NÃO
CENTRO CIRÚRGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
CENTRO CIRURGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
CENTRO CIRÚRGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
CENTRO CIRURGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
CENTRO CIRÚRGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
CENTRO CIRURGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
CENTRO CIRURGICO,25/02/2012,UNI ANESTESIA,71900,NÃO
GERENCIA DE PRONTO SOCORRO,03/04/2012,ULTRASSOM,88000,NÃO
TRANSPLANTES,08/04/2012,MONITOR MULTIPARAMETRICO,44375,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,08/04/2012,MONITOR MULTIPARAMETRICO,44375,NÃO
CENTRO CIRURGICO,08/04/2012,MONITOR MULTIPARAMETRICO,44375,NÃO
HEMODINÂMICA DO CENTRO CIRÚRGICO,08/04/2012,MONITOR MULTIPARAMETRICO,44375,NÃO
UTI ADULTO,08/04/2012,MONITOR MULTIPARAMETRICO,44375,NÃO
ENDOSCOPIA,08/04/2012,MONITOR MULTIPARAMETRICO,44375,NÃO
