Número de Série,Tipo Equipamento,Marca,Modelo,Sigla US,Órgão,Grupo,Localização,Data Aquisição,Valor,Próprio,Garantia,Parecer Desativação,Desativado,Baixado,Aprovado,Permitir O.S,Crítico
40221001,MICROSCOPIO CIRURGICO,LEICA,M-822-F-20,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,19/03/2021,"485296,84",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
15/2020,CADEIRA EXAME-TRATAMENTO,XENONIO,MC-03,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,27/01/2021,11880,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
101124014092,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-810,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,01/11/2010,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
LTM20080087,MONITOR MULTIPARAMETRICO,LIFEMED,LIFETOUCH M-12,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,26/02/2021,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22201275913,VENTILADOR BIPAP/CPAP,RESMED,ASTRAL-150,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA ADULTO,03/03/2021,50000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
660305,ESTETOSCOPIO MECANICO,BIC,INFANTIL SIMPLES,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - LAB. CALIBRAÇÃO,ENFERMARIA DA PEDIATRIA,29/07/2010,57,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
07966,BALANCA ELETRONICA,WELMY,W-300,HC,UNIDADE DE SAÚDE DA MULHER,DEL - LAB. CALIBRAÇÃO,AMBULATORIO GINECOLOGIA E OBSTETRICIA,04/09/2013,1650,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
C0820C554,INJETOR MEIO CONTRASTE,GUERBET,ANGIOMAT ILLUMENA,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,30/08/2021,56550,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
P05A101905423,BOMBA CIRCULACAO,AIR PLUS,APP P-05,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,18/10/2019,350,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
P05A012004225,BOMBA CIRCULACAO,AIR PLUS,APP P-05,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,05/01/2020,350,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0120950119,MESA CIRURGICA,BARRFAB,BF-683-TDP,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRÚRGICO,12/03/2019,45000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
101124014078,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-810,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,01/11/2010,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
RU038A070,VIDEO GASTROSCOPIO,FUJINON,EG-530-UT-2,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,30/09/2021,205468,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
9G361K881,VIDEO GASTROSCOPIO,FUJINON,EG-530-WR,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,27/08/2021,85000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
9G361K882,VIDEO GASTROSCOPIO,FUJINON,EG-530-WR,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,27/08/2021,85000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
013054,NOBREAK,SERRANA,PINOT 2000 3-IO I/2,HC,CENTRO DE REFERÊNCIA NACIONAL EM HANSENÍASE E DERMATOLOGIA SANITÁRIA,DEL - ELETROELETRONICA,CREDESH,15/12/2016,"692,5",SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO
,SELADOR PACOTE,FRAMAC,3000,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROMECANICA,FARMÁCIA DO PRONTO SOCORRO,14/02/2011,908,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
E1U0800573,ELETROCARDIOGRAFO,BIONET,CARDIOCARE-2000,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,26/10/2021,7232,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
220454144520100015,NOBREAK,TS SHARA,UPS SENOIDAL-2200 VA,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,CARDIOLOGIA - SALA 1,04/02/2022,3145,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
ASBK0082,UNI ANESTESIA,DRAGER,FABIUS PLUS,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,30/01/2011,58721,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
00001513,CENTRAL GERADORA DE OZONIO,IPABRAS,CGOI.0120,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,01/01/2018,0,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO
,REFRIGERADOR FARMACIA VERTICAL,INDREL,RC-504-D,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROMECANICA,UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,03/11/2011,15132,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
63728,REFRIGERADOR FARMACIA VERTICAL,INDREL,RC-504-D,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROMECANICA,UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,10/03/2022,19251,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
011074175,ESFIGMOMANOMETRO ANEROIDE,WENZHOU KANGJU,BR-20-D,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - LAB. CALIBRAÇÃO,NEFROLOGIA,12/03/2019,200,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
A6,MICROSCOPIO CIRURGICO,OPTO,SM PLUS,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,PEQUENAS CIRURGIAS - SALA 38,16/12/2008,67000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,CENTRIFUGA B B V,CENTRIBIO,80-2-B,HC,CENTRO DE REFERÊNCIA NACIONAL EM HANSENÍASE E DERMATOLOGIA SANITÁRIA,DEL - ELETROELETRONICA,CREDESH,01/02/2005,1400,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,NEGATOSCOPIO,KONEX,2 CORPOS,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROMECANICA,QUEIMADOS,05/05/2005,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
I5000401741,VENTILADOR UTI,INTERMED,INTER-5,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,UTI PEDIATRIA,23/05/2000,"11794,94",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
50563,AQUECEDOR PACIENTE AR FORCADO,ARIZANT HEALTHCARE,BAIR HUGGER-750,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,29/10/2010,7000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09400211,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA PEDIATRICA,10/08/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09400611,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,AMBULATÓRIO PEDIATRIA - SALA 42,10/08/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09400711,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,MARCA-PASSO,10/08/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
667855,ESFIGMOMANOMETRO ANEROIDE,BIC,PRECISION,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - LAB. CALIBRAÇÃO,AMBULATÓRIO DE PEDIATRIA,30/07/2010,57,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
663920,ESFIGMOMANOMETRO ANEROIDE,BIC,AP-6402,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - LAB. CALIBRAÇÃO,CLINICA MEDICA,29/07/2010,57,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
M320061215952,UMIDIFICADOR AQUECEDOR,INTERMED,MISTY-3,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,29/12/1899,50,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
2010/413170,GRAVADOR ELETRONICO PA,GENERAL MEDITECH,ABPM-04,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,CARDIOLOGIA,22/09/2010,4771,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
2010/413167,GRAVADOR ELETRONICO PA,GENERAL MEDITECH,ABPM-04,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,CARDIOLOGIA,20/09/2010,6596,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
28992,SERRA OSSEA PNEUMATICA,SYNTHES,COMPACT AIR DRIVE II,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,27/12/2010,36999,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1161054,SIMULADOR PRESSAO SANGUINEA NAO-INVASIVA,FLUKE,CUFFLINK,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - LAB. CALIBRAÇÃO,BIOENGENHARIA,22/04/2010,29240,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307561,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,31/05/2011,48600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307563,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTÉTRICO,31/05/2011,48600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
F2821595,OFTALMOSCOPIO,EYETEC,OHN-3.5-FP,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATÓRIO CENTRAL,16/05/1995,850,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
US00577780,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,13/10/2010,24800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
6002153584,MONITOR MULTIPARAMETRICO,DRAGER,INFINITY DELTA XL,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,04/08/2010,30428,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
021020VI,ULTRASSOM PORTATIL,GE HEALTHCARE,VIVID I,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,ECOCARDIOGRAFIA - SALA DE EXAMES  Nº 03,07/06/2011,90000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
021226VI,ULTRASSOM PORTATIL,GE HEALTHCARE,VIVID I,HC,UNIDADE DE DIAGNÓSTICO POR IMAGEM,DEL - ELETROELETRONICA,ECOCARDIOGRAFIA,24/11/2010,90000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
101807572,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2022,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2010,4950,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
US00591095,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,26/05/2011,21600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
US00591100,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA CORONARIANA,26/05/2011,21600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307557,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,31/05/2011,48600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307568,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTÉTRICO,31/05/2011,48600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
030W05456,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2010,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PRONTO SOCORRO PEDIATRIA,04/11/2003,"16677,27",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
030W05468,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2010,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROELETRONICA,CLINICA MEDICA,04/11/2003,"16677,27",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307567,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,31/05/2011,48600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
110C08641,MOD CO2 EXALADO,DIXTAL,ETCO2,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,31/08/2008,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
8VCALQ91,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,TRANSPLANTES,14/01/2010,53300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
US00591104,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRÚRGICA 2,26/05/2011,21600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
110312973,ELETROCARDIOGRAFO,DIXTAL,EP-3,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,15/03/2011,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
IP520091204287,VENTILADOR UTI,INTERMED,INTER-5-PLUS,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,26/01/2010,39500,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
101807610,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2022,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,04/08/2010,4950,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
110312975,ELETROCARDIOGRAFO,DIXTAL,EP-3,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 05,16/03/2011,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1237.01.225,FOCO CIRURGICO,BAUMER,F-500-PE,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,14/03/2013,12100,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
87877,ESFIGMOMANOMETRO ANEROIDE,SOLIDOR,ADULTO,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,INTERNAÇÃO DIA,20/09/2008,"38,5",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
030W05454,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2010,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/11/2003,"16677,27",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,BICICLETA ERGOMETRICA,CARCI,MOTION,HC,UNIDADE DE REABILITAÇÃO,DEL - ELETROELETRONICA,REABILITAÇÃO - EM FRENTE AGETRA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
030W05455,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2010,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,03/11/2003,"16677,27",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
110312980,ELETROCARDIOGRAFO,DIXTAL,EP-3,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,16/03/2011,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
4858944003,UNI RADIOGRAFICA ODONTOLOGICA INTRA-ORAL,GNATUS,TIMEX-70-E,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 02,14/01/2013,"2883,34",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
6002249668,MONITOR MULTIPARAMETRICO,DRAGER,INFINITY DELTA XL,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,04/08/2010,30428,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307671,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,16/06/2011,33250,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
07340,BISTURI ELETRONICO MONOPOLAR-BIPOLAR,WEM,HF-120-MICRO,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,ONCOLOGIA ,03/11/2011,729000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
971766,ESFIGMOMANOMETRO ANEROIDE,SOLIDOR,ADULTO,HC,UNIDADE DE ONCOLOGIA,DEL - LAB. CALIBRAÇÃO,RADIOTERAPIA,12/09/2011,40,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
110312976,ELETROCARDIOGRAFO,DIXTAL,EP-3,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROELETRONICA,CLÍNICA MÉDICA ,16/03/2011,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
962990,ESFIGMOMANOMETRO ANEROIDE,SOLIDOR,ADULTO,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - LAB. CALIBRAÇÃO,MOLÉSTIAS INFECCIOSAS,12/09/2011,40,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
P8746407001,RAIO-X MOVEL,PHILIPS,AQUILLA PLUS-300,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 01,19/10/2011,69000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
P8746409001,RAIO-X MOVEL,PHILIPS,AQUILLA PLUS-300,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 05,19/10/2011,69000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
P8729807001,RAIO-X MOVEL,PHILIPS,AQUILLA PLUS-300,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,UNIDADE DE ONCOLOGIA,26/09/2011,69000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
1795/03,BALANCA ELETRONICA,FILIZOLA,MFI-6 / 1,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - LAB. CALIBRAÇÃO,SETOR DE PRONTO SOCORRO DE PEDIATRIA,03/07/2003,"7570,29",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
6002270974,MONITOR MULTIPARAMETRICO,DRAGER,INFINITY,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,29/08/2010,30428,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
02706520,LAVADORA US,LABNEWS,PROSONIC JET-6510,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRURGICO,19/06/2011,20000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307562,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,05/06/2011,33250,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0374,BRAQUITERAPIA CARREGAMENTO REMOTO,VARIAN,GAMMAMEDPLUS IX,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,RADIOTERAPIA,24/09/2008,117333,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
6002136576,MONITOR MULTIPARAMETRICO,DRAGER,INFINITY DELTA XL,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,04/08/2010,30428,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
846059,MICROSCOPIO LAB,NIKON,ECLIPSE E-200,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,09/02/2011,4050,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
79C5101D,ARCO CIRURGICO MOVEL,GE HEALTHCARE,OEC FLUOROSTAR-7900,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,28/12/2011,160800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
79C5074D,ARCO CIRURGICO MOVEL,GE HEALTHCARE,OEC FLUOROSTAR-7900,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,29/12/2011,160800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
101807607,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2022,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/08/2010,4950,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
101807582,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2022,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2010,4950,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
03823,ULTRASSOM PORTATIL,ESAOTE,MYLAB-25-GOLD,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,16/01/2012,107900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
03824,ULTRASSOM PORTATIL,ESAOTE,MYLAB-25-GOLD,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,14/02/2012,107900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0VCAVK96,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,15/12/2011,54900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
OVCAVK93,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,15/12/2011,54900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
9VCAQP51/,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,22/12/2011,54900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
